t,energy,stability,error
0.1450120843403617,0.5294255543564658,0.6538402586196936,0.14014570880282554
0.15001250104175348,0.5110409768650063,0.6617954213754842,0.13058144001756994
0.15501291774314527,0.5683618348060322,0.6376079663553376,0.16151758763203972
0.16001333444453705,0.5470186379388288,0.6464046233679192,0.14961469512622572
0.16501375114592884,0.5429263842522353,0.6481190614188898,0.1473845293586029
0.17001416784732062,0.5911344638754951,0.6284823958650984,0.1747199771906845
0.1750145845487124,0.6282136884887499,0.6141699993495108,0.19732621920232007
0.1800150012501042,0.5912247681239576,0.6284467286032712,0.17477336322161374
0.18501541795149598,0.6176277822843551,0.6181891847751504,0.19073203872474537
0.19001583465288774,0.6604806112247422,0.6022352764856538,0.21811731890190453
0.19501625135427952,0.6248158380864798,0.6154543650791122,0.19519741576185506
0.2000166680556713,0.6065034090526598,0.6224698898022824,0.18392319259624895
0.2050170847570631,0.644437446309773,0.6081106959976291,0.20764981110313074
0.21001750145845488,0.6869216356038026,0.592795764126926,0.2359306667303017
0.21501791815984667,0.6553618601869411,0.6040975233578653,0.21474958389384385
0.22001833486123845,0.6947585271864769,0.5900545617316539,0.2413447055491613
0.22501875156263024,0.6819173045131491,0.594559552551522,0.23250560509723947
0.23001916826402202,0.700760571112044,0.5879722384122233,0.24553268901263905
0.2350195849654138,0.690970943683202,0.5913762171583161,0.23872042250722736
0.2400200016668056,0.7486841985560687,0.5718585441703679,0.2802640145837715
0.24502041836819735,0.7394717113073209,0.5748871875866483,0.2734092059118889
0.25002083506958916,0.7549121689122721,0.5698290875832372,0.2849461913859154
0.25502125177098095,0.7345510650177177,0.5765180513666719,0.2697826335593317
0.26002166847237274,0.7217486505442953,0.5808048693308809,0.2604605572812556
0.2650220851737645,0.7632778380205183,0.5671255989484986,0.29129652900663827
0.27002250187515625,0.8502365012541653,0.5404714474728822,0.3614510540324621
0.27502291857654804,0.7678657367410685,0.5656538159076644,0.294808894830452
0.2800233352779398,0.8296521845401753,0.546551966788878,0.3441613736561426
0.2850237519793316,0.8094162760342464,0.55266442180554,0.32757735395457366
0.2900241686807234,0.8589701764673798,0.5379322447766808,0.36891488203020084
0.2950245853821152,0.8166240854900801,0.5504716181995488,0.33343744850125484
0.30002500208350696,0.9215914085879325,0.5204019936448626,0.4246653621915448
0.30502541878489875,0.8952372508521326,0.5276384260336705,0.40072486765664206
0.31002583548629054,0.8624211413714373,0.536935485635449,0.37188511254220635
0.3150262521876823,0.9181144660494279,0.5213453199482991,0.42146708638461305
0.3200266688890741,0.8116457311849764,0.5519842995715899,0.32938439647539747
0.3250270855904659,0.904776964401009,0.5249958492197893,0.40931067765535234
0.3300275022918577,0.8652110095358435,0.5361323704865163,0.3742950455110167
0.33502791899324946,0.9151953564408266,0.522139946004457,0.41879127022542584
0.34002833569464125,0.8988312800669725,0.526639733870789,0.4039488350134162
0.34502875239603303,0.8951414931560331,0.5276650865443675,0.4006391463848062
0.3500291690974248,0.9549533783874259,0.5115211498418779,0.4559679774467791
0.3550295857988166,0.9150357543581573,0.5221834619663065,0.418645215876901
0.3600300025002084,0.9392270058117688,0.5156693863085904,0.44107368422307014
0.3650304192016002,0.9260540844962024,0.5191962199034352,0.4287880837060498
0.37003083590299196,0.9664499195255967,0.5085306216398577,0.46701272347551614
0.3750312526043837,1.0054866858554627,0.4986320812064823,0.505501737716301
0.3800316693057755,0.8943576167990134,0.5278834318990665,0.3999377733632054
0.38503208600716726,0.9636714573724697,0.5092501580371648,0.46433133887718986
0.39003250270855905,0.9726964461539344,0.5069203637232931,0.47306918818024685
0.39503291940995083,0.989443700791674,0.5026530781454447,0.4894994185181618
0.4000333361113426,0.9642060201205646,0.509111564548926,0.4648466246183693
0.4050337528127344,0.980284565271402,0.5049779297062531,0.4804789144546708
0.4100341695141262,1.024263400737566,0.4940068568327804,0.5245577570452418
0.415034586215518,0.9878167974796829,0.503064468148112,0.4878910126915084
0.42003500291690976,1.0172277383822235,0.4957298479357517,0.5173761358671066
0.42503541961830155,0.9915279914351833,0.5021270121738814,0.4915638788997445
0.43003583631969333,1.028455673477856,0.49298587742145045,0.5288605361543952
0.4350362530210851,1.0008400250822849,0.4997900818976644,0.5008403779033543
0.4400366697224769,1.0554154105253764,0.48651965674636743,0.5569508443872243
0.4450370864238687,0.9934462255347005,0.5016438302627254,0.49346770151457153
0.4500375031252605,0.9931557731846776,0.5017169322406715,0.49317919490502743
0.45503791982665226,1.0248245990225724,0.4938699384048979,0.5251327293808882
0.46003833652804405,1.0039844332798753,0.49900587219798065,0.5039923711341562
0.46503875322943583,1.0363567714623445,0.49107308405583666,0.5370176788779271
0.4700391699308276,1.088686457625352,0.4787698011586238,0.5926191015084188
0.4750395866322194,1.0253341943181578,0.49374567555585885,0.5256551050190329
0.4800400033336112,1.08258618709583,0.4801722042507646,0.5859964262453438
0.4850404200350029,0.9833799752359962,0.5041898236776405,0.4835180878475742
0.4900408367363947,0.9976276730767916,0.5005937860581282,0.49763048704430685
0.4950412534377865,1.051051420501136,0.48755481700974057,0.552354544268728
0.5000416701391783,1.0201223887698438,0.4950195124608026,0.5203248440347462
0.5050420868405701,1.0530222693840185,0.48708677685217533,0.5544279499093343
0.5100425035419619,1.0702720760906514,0.4830282992988661,0.5727411584296966
0.5150429202433536,1.091568320866299,0.47811012914262047,0.5957606995594357
0.5200433369447455,1.0255087985475912,0.4937031133693711,0.5258341479492621
0.5250437536461372,1.119232995897551,0.47186883270306645,0.6263412495529038
0.530044170347529,1.0615248004991253,0.48507784129392256,0.563417451037354
0.5350445870489208,1.0868053976429308,0.4792013673769057,0.5905729861729045
0.5400450037503125,1.0887390582877488,0.4787577443109402,0.592676368520647
0.5450454204517043,1.0253909596218265,0.4937318374259538,0.5257133100370851
0.5500458371530961,1.0369868117828278,0.4909211950787114,0.5376708239057569
0.5550462538544879,1.088344156197735,0.4788482765315407,0.5922465011648799
0.5600466705558796,1.0539494577052924,0.48686689745385314,0.55540472969864
0.5650470872572715,0.9915825070733495,0.5021132674385206,0.4916179341669346
0.5700475039586632,1.0467215949478426,0.4885862358947179,0.5478130486650777
0.5750479206600551,1.0135712483198953,0.4966300550995603,0.5136633377103754
0.5800483373614468,1.0277312147195028,0.49316200921547215,0.5281157248544124
0.5850487540628386,1.0624534112845043,0.4848594370804216,0.5644036255750401
0.5900491707642304,1.009820844993277,0.4975567859648431,0.509869069491468
0.5950495874656222,1.0319914463526112,0.4921280558513089,0.5325031726724772
0.6000500041670139,1.030595118487445,0.49246646507496916,0.5310631491250752
0.6050504208684058,0.9980179594517286,0.5004960016847935,0.49801992369409603
0.6100508375697975,1.01476077087202,0.49633684279408724,0.5148697110503883
0.6150512542711893,0.9907016622292966,0.5023354423083896,0.49074489177194563
0.6200516709725811,1.0076213531526608,0.4981018947769477,0.5076503956645996
0.6250520876739729,0.9584565001529051,0.5106061839626899,0.45931943134267783
0.6300525043753646,0.9987348370409922,0.5003164909460628,0.4987356373596486
0.6350529210767565,0.9801064706985335,0.5050233483895561,0.4803043469525677
0.6400533377781482,0.9675428749274827,0.5082481366698841,0.4680696074114692
0.6450537544795399,0.9890324511966316,0.5027570059997689,0.48909259476000877
0.6500541711809318,1.0475193692868372,0.4883958681906418,0.5486484145155466
0.6550545878823235,0.9860856551789816,0.5035029568802168,0.4861824596748807
0.6600550045837154,0.9785836227119221,0.5054120475481152,0.4788129533199948
0.6650554212851071,0.921442594903484,0.5204422982255325,0.42452822785123306
0.6700558379864989,0.9457525507131274,0.5139399661244156,0.4472239435901933
0.6750562546878907,0.918199777078516,0.5213221333614345,0.4215454153135182
0.6800566713892825,0.8822461455194426,0.531280142281301,0.38917913064195675
0.6850570880906742,0.937987434509868,0.5159992176383268,0.43991021364920196
0.6900575047920661,0.9091268062367492,0.5237996746644554,0.4132557749091159
0.6950579214934578,0.8973057503048311,0.527063178846812,0.4025788047650579
0.7000583381948496,0.9106080249200015,0.5233935935351631,0.414603487524353
0.7050587548962414,0.8874858765379179,0.5298052888396863,0.3938155905271382
0.7100591715976332,0.8947940695105407,0.5277618376008101,0.4003282134156172
0.7150595882990249,0.8823285963448898,0.5312568708469937,0.38925187596397176
0.7200600050004168,0.8996677513832276,0.5264078411984717,0.40470103143947656
0.7250604217018085,0.8684352580943188,0.5352071984661295,0.377089898750673
0.7300608384032004,0.91741947253702,0.5215342883093063,0.42082924429505203
0.7350612551045921,0.8020670635272522,0.5549183047842089,0.3216557871976146
0.7400616718059839,0.7899938083597794,0.5586611502954457,0.3120451086233939
0.7450620885073757,0.7632596784702015,0.5671314396910595,0.2912826683892177
0.7500625052087674,0.7899813003290255,0.5586650541076519,0.31203522743476897
0.7550629219101592,0.8083068858473992,0.5530034795677866,0.3266800108541602
0.760063338611551,0.805005478690398,0.5540149389050825,0.3240169103607784
0.7650637553129428,0.8123445695901298,0.5517714549315281,0.3299518498712866
0.7700641720143345,0.7600369843368786,0.5681698787578408,0.28882810877994836
0.7750645887157264,0.7519664910954762,0.5707871726329173,0.2827268018652214
0.7800650054171181,0.7449296388579111,0.5730890104282478,0.2774600834244889
0.7850654221185099,0.671308257201302,0.5983336680658511,0.22532738809332475
0.7900658388199017,0.762918288941216,0.567241264823786,0.2910221578004964
0.7950662555212935,0.6991475828581529,0.5885303961165576,0.2444036713081989
0.8000666722226852,0.7066043148391746,0.5859589075832361,0.2496448288746697
0.8050670889240771,0.69789794704536,0.5889635485690852,0.24353077224506406
0.8100675056254688,0.6892657853945349,0.5919731570046841,0.2375436614577725
0.8150679223268606,0.6626568679336671,0.6014470088724859,0.21955706230982874
0.8200683390282524,0.6400671384142637,0.6097311363526695,0.20484297083891206
0.8250687557296442,0.6400001274501455,0.6097560501746968,0.2048000815681012
0.830069172431036,0.641907399163184,0.609047745633926,0.2060225545502216
0.8350695891324278,0.655412594833747,0.6040790091369517,0.21478283473335272
0.8400700058338195,0.57838091750077,0.6335606246326226,0.16726224286451627
0.8450704225352114,0.5970528814698537,0.6261533425741334,0.17823607163572758
0.8500708392366031,0.5335715584782068,0.652072604288723,0.14234930400843124
0.8550712559379948,0.6146810414193636,0.6193173601152606,0.18891639134019672
0.8600716726393867,0.5418350147340091,0.6485778247632519,0.1467925915959019
0.8650720893407784,0.5408054398313092,0.6490112081311721,0.14623526187556793
0.8700725060421702,0.5552694471363455,0.6429754032918601,0.15416207946155142
0.875072922743562,0.5219114127658077,0.6570684677255131,0.13619576138760062
0.8800733394449538,0.507809489943551,0.6632137592113428,0.1289352390383647
0.8850737561463455,0.4850828274017956,0.6733631158805702,0.11765267472006011
0.8900741728477374,0.4707365780538968,0.679931413226437,0.11079646295894624
0.8950745895491291,0.43671810059923466,0.6960307659400367,0.09536134969550163
0.900075006250521,0.39159785775247796,0.7185984042940866,0.07667444109816499
0.9050754229519127,0.4338999905387008,0.697398707440057,0.09413460089474233
0.9100758396533045,0.3919019374200279,0.718441416823917,0.07679356427678573
0.9150762563546962,0.3776124121913571,0.7258935758348083,0.07129556692048769
0.9200766730560881,0.3840860302809234,0.7224984416590299,0.07376103932847922
0.9250770897574798,0.3778372223293064,0.7257751378711103,0.07138048328876286
0.9300775064588717,0.338915733824035,0.7468729918827166,0.05743193731674207
0.9350779231602634,0.34327653145439657,0.7444483519095483,0.05891938852368066
0.9400783398616552,0.3722594834465837,0.72872515152046,0.06928856150795867
0.945078756563047,0.2686248999615156,0.7882550626511711,0.03607966843966714
0.9500791732644388,0.31116706929227156,0.7626793132775748,0.048412472505970666
0.9550795899658305,0.2570463515183096,0.7955156138770547,0.0330364134144372
0.9600800066672224,0.2939365044019068,0.772835449496981,0.04319933431000608
0.9650804233686141,0.23082078665057637,0.8124659664883405,0.026639117774995447
0.9700808400700058,0.29042301900596795,0.7749396789049182,0.04217276498427041
0.9750812567713977,0.2823857773924562,0.7797965461168429,0.039870863636770906
0.9800816734727894,0.20486840956208138,0.8299661540329185,0.02098553261824836
0.9850820901741812,0.21750496278039588,0.8213518881404119,0.023654204417050698
0.990082506875573,0.19176273008451583,0.8390931976275877,0.018386472324733436
0.9950829235769648,0.18546509251739823,0.8435507770848375,0.017198650271243544
1.0000833402783567,0.17873454332577987,0.8483674340946322,0.015973018488937542
1.0050837569797484,0.10282747430862914,0.9067601445338561,0.005286744736345893
1.0100841736811401,0.12060966029795284,0.8923713898148223,0.00727334507859379
1.0150845903825318,0.08174040002227996,0.9244362140670753,0.003340746497901173
1.0200850070839238,0.1414170666468654,0.8761039493983512,0.009999393369501985
1.0250854237853155,0.11251837557582677,0.8988615576640804,0.0063301924211114045
1.0300858404867073,0.03170552236021218,0.9692688255775931,0.0005026200740669573
1.035086257188099,-0.04120194938163985,0.9604284746046535,0.0008488003164236063
1.040086673889491,0.027590181274505576,0.9731505985778436,0.00038060905138003907
1.0450870905908827,0.03798658443217682,0.9634035882525813,0.0007214902984114492
1.0500875072922744,0.007194126457312589,0.9928572593223741,2.5877727741902493e-05
1.0550879239936661,-0.02192624513253319,0.9785441999978289,0.0002403801128059677
1.060088340695058,-0.08171174164240133,0.9244607056605159,0.003338404361117272
1.0650887573964498,-0.1022166984434196,0.9072626112562323,0.005224126720336489
1.0700891740978415,-0.08139024712950498,0.9247355454281642,0.0033121861639009466
1.0750895907992333,-0.11315424116636046,0.8983481021930998,0.006401941146967432
1.080090007500625,-0.08757709351985303,0.9194750477537027,0.003834873654692542
1.085090424202017,-0.09782069242879068,0.9108955650923515,0.004784443933624033
1.0900908409034087,-0.13349880377621487,0.8822241335134472,0.00891096530484016
1.0950912576048004,-0.11234759354665594,0.8989995625482119,0.0063109908878623035
1.1000916743061921,-0.21661144001475738,0.8219551182157798,0.023460257972633417
1.105092091007584,-0.1886474567871657,0.8412923397009008,0.017793931476132778
1.1100925077089758,-0.23122026702047116,0.8122023546769421,0.02673140594050899
1.1150929244103676,-0.15254857284432521,0.8676423914457183,0.011635533538420197
1.1200933411117593,-0.18103411172941092,0.8467155944680385,0.01638667480482842
1.1250937578131512,-0.1837706511303615,0.844758230021261,0.016885826108438518
1.130094174514543,-0.22465567864796326,0.8165560470874669,0.02523508697438847
1.1350945912159347,-0.25684389088704973,0.7956437607332636,0.03298439214299936
1.1400950079173264,-0.2859522713292791,0.7776338378144529,0.04088435073918682
1.1450954246187184,-0.2682182278790152,0.7885078277674759,0.03597050888327967
1.1500958413201101,-0.35589072724154297,0.7375225598263543,0.06332910486825717
1.1550962580215018,-0.2931265265998595,0.7733195317162003,0.04296158029824907
1.1600966747228936,-0.3504469720604086,0.7404955697551578,0.0614065401131544
1.1650970914242855,-0.3193734245995487,0.7579355331516672,0.05099969217022181
1.1700975081256773,-0.3544448656538836,0.7383098606359523,0.06281558139419981
1.175097924827069,-0.44124480301925095,0.6938446528342089,0.09734848809574878
1.1800983415284607,-0.39786892736886204,0.7153746538184016,0.0791498416828244
1.1850987582298524,-0.4027572914137274,0.7128816981533417,0.08110671789346106
1.1900991749312444,-0.41622830472944355,0.706100843105971,0.08662300082897326
1.1950995916326361,-0.4342113376975586,0.6972473119654534,0.09426974289255163
1.2001000083340279,-0.4191451688057084,0.7046495467701568,0.0878413362665829
1.2051004250354196,-0.4288622649309249,0.6998575191908667,0.0919614211408414
1.2101008417368115,-0.44080729551268893,0.6940553418312374,0.09715553588860554
1.2151012584382033,-0.4917534109109122,0.6703520787590277,0.12091070857125823
1.220101675139595,-0.5372740836216132,0.6505020872036905,0.14433172046572212
1.2251020918409867,-0.5473986452215138,0.6462458805221764,0.14982263839517437
1.2301025085423787,-0.5419525974669239,0.6485283669827281,0.14685630895057283
1.2351029252437704,-0.4934547031800456,0.6695884367103189,0.12174877204525344
1.2401033419451621,-0.5684928874719171,0.6375546921425899,0.1615920815530789
1.2451037586465539,-0.5891829043134177,0.6292541892350867,0.17356824736759696
1.2501041753479458,-0.6384230629597639,0.6103429709989121,0.20379200365946334
1.2551045920493376,-0.6434908203014713,0.6084609586176858,0.20704021790613023
1.2601050087507293,-0.6959413604015372,0.5896430285556786,0.24216718855877115
1.265105425452121,-0.6037278486022086,0.6235471940401789,0.18224365758892566
1.270105842153513,-0.6757275342634378,0.5967557252316367,0.22830385028087274
1.2751062588549047,-0.6309695747351195,0.6131322223852071,0.19906130212070877
1.2801066755562964,-0.6557166911124706,0.6039680613040769,0.21498218950174355
1.2851070922576882,-0.620172973591684,0.617218047887287,0.19230725858677578
1.2901075089590799,-0.7045673534772378,0.5866591296378209,0.24820757779295946
1.2951079256604718,-0.6914344061484488,0.59121417677502,0.239040769002929
1.3001083423618636,-0.6944177604497023,0.5901732284336997,0.24110801301399004
1.3051087590632553,-0.6736136639469186,0.5975094620353892,0.22687768412799608
1.310109175764647,-0.7284981782574232,0.5785369128986558,0.2653547978621922
1.315109592466039,-0.7334107931309679,0.5768972963377902,0.2689456957404977
1.3201100091674307,-0.7372151513868076,0.5756339387218138,0.27174308971713684
1.3251104258688224,-0.7631546832722728,0.5671652121548864,0.29120253530020146
1.3301108425702142,-0.7762804021144334,0.5629741784065334,0.3013056313534732
1.3351112592716061,-0.7959022971310944,0.5568231643767443,0.3167302332892764
1.3401116759729979,-0.7911049525797513,0.5583145747878634,0.3129235229981053
1.3451120926743896,-0.8230464595512403,0.5485323727000129,0.33870273728991573
1.3501125093757813,-0.8380645712233682,0.5440505277431172,0.351176112769904
1.3551129260771733,-0.8325577259917517,0.5456854023295858,0.3465761835542784
1.360113342778565,-0.8794294357544157,0.5320763743378284,0.38669806623566494
1.3651137594799567,-0.8516405618905306,0.5400616191832592,0.36264582332860934
1.3701141761813485,-0.853019686631967,0.5396596739981708,0.36382129289084963
1.3751145928827404,-0.8962823548904182,0.5273476270140096,0.40166102984395674
1.3801150095841321,-0.9408907628606609,0.5152273477390914,0.44263771381825817
1.3851154262855239,-0.8359110338177717,0.544688703090641,0.3493736282291479
1.3901158429869156,-0.8844446068844233,0.5306603316153256,0.39112113132347104
1.3951162596883073,-0.9103609447688054,0.52346128763694,0.41437852488017596
1.4001166763896993,-0.9542600323877981,0.5117026308818061,0.4553061047063807
1.405117093091091,-0.9895721433142733,0.5026206279377122,0.48962651341180236
1.4101175097924827,-0.958759437313759,0.5105272148025483,0.4596098293190979
1.4151179264938745,-0.9480664435346583,0.5133295136410007,0.4494149906782277
1.4201183431952664,-0.9822323347553362,0.5044817312615518,0.48239017971945947
1.4251187598966581,-0.9362575932642665,0.5164602083311324,0.43828914047249834
1.4301191765980499,-0.9606775315546299,0.5100277755552671,0.46145065981694844
1.4351195932994416,-0.9610107717340615,0.5099411050739567,0.4617708516944482
1.4401200100008336,-0.9625049770677809,0.509552847857803,0.46320791544012474
1.4451204267022253,-1.0230082775797875,0.4943133506088978,0.5232729679983817
1.450120843403617,-1.0044582567780902,0.49888791478619865,0.5044681948048398
1.4551212601050088,-0.9595266090263113,0.5103273389570862,0.4603456567147658
1.4601216768064007,-1.0248285735552742,0.493868968988402,0.525136802587669
1.4651220935077924,-1.0367812593588979,0.4909707389564073,0.5374576898789111
1.4701225102091842,-1.0421916298464786,0.4896700120522846,0.5430816966610298
1.475122926910576,-1.0111472788020137,0.49722862693361425,0.5112094097143586
1.4801233436119678,-1.0001886165996838,0.4999528502966874,0.5001886343877947
1.4851237603133596,-1.0403715030240124,0.49010682540797645,0.5411864321522213
1.4901241770147513,-1.0462000000449612,0.48871078094908954,0.5472672200470383
1.495124593716143,-1.0201023434301328,0.4950244245061369,0.5203043955358243
1.5001250104175348,-0.9992905707535759,0.5001774202451614,0.4992908223985037
1.5051254271189267,-1.048522269430467,0.48815676301045113,0.5496994747458084
1.5101258438203184,-1.049163213722033,0.4880040756654189,0.5503717245137721
1.5151262605217102,-1.0421422486444378,0.48968185280128956,0.5430302332048427
1.520126677223102,-1.0952974998447074,0.4772591959252158,0.5998383065830334
1.5251270939244939,-1.0794176319294704,0.4809038764724286,0.5825712120601128
1.5301275106258856,-1.0756218944345197,0.4817833164514961,0.5784812298934525
1.5351279273272773,-1.046031724502975,0.48875097488672686,0.547091184333334
1.540128344028669,-1.0117760629025314,0.4970732172631726,0.5118454007312736
1.545128760730061,-1.0868617579134476,0.47918842549486934,0.5906342404073548
1.5501291774314527,-1.0606172542555299,0.48529148144073214,0.5624544800122696
1.5551295941328445,-1.0087152539206603,0.4978306397824058,0.5087532317461111
1.5601300108342362,-1.1201378283985237,0.47166744850515885,0.6273543773046802
1.5651304275356281,-1.007223890729308,0.49820052691613714,0.5072499830279426
1.5701308442370199,-1.0233613256682756,0.49422709988277547,0.5236342014367653
1.5751312609384116,-1.0487572660321935,0.48810077044250794,0.5499459015276605
1.5801316776398033,-1.0589278227328824,0.4856896822505741,0.5606640668789015
1.5851320943411953,-1.0404846518380022,0.4900796480381425,0.5413041553552244
1.590132511042587,-1.0457376113719454,0.488821242001492,0.546783575918951
1.5951329277439787,-1.0602166513654219,0.48538584489997383,0.5620296739162542
1.6001333444453705,-1.090062391301358,0.478454616552073,0.5941180084648175
1.6051337611467622,-1.0513202374218702,0.48749092499414665,0.5526371208063887
1.6101341778481542,-1.055945418852037,0.4863942353870282,0.5575103637973019
1.6151345945495459,-1.0598259626949107,0.4854779083819686,0.5616155356010971
1.6201350112509376,-1.0438155817550987,0.4892809355828786,0.5447754843573676
1.6251354279523293,-1.0608669176150864,0.4852326908897339,0.5627193084450673
1.6301358446537213,-1.0074402034489138,0.49814684307006235,0.5074678817625945
1.635136261355113,-1.017323265927288,0.49570637333642087,0.5174733136984817
1.6401366780565048,-1.0658917002300945,0.4840524795605802,0.5680625583097008
1.6451370947578965,-1.0539543320176483,0.4868657420526367,0.5554098669893837
1.6501375114592884,-0.9735759046209227,0.5066944715217713,0.47392502102922396
1.6551379281606802,-1.0193920178730531,0.49519855042967886,0.5195800430516475
1.660138344862072,-0.9923231638273692,0.5019266041553929,0.4923526307341799
1.6651387615634636,-0.9928662369467866,0.50178982485652,0.49289168223443625
1.6701391782648556,-1.0317233077061585,0.49219300492694185,0.5322264918320683
1.6751395949662473,-0.9991245875751849,0.5002189489415156,0.4991249707486416
1.680140011667639,-0.9954930547713806,0.5011292811112128,0.4955032110490275
1.6851404283690308,-0.9846394304080134,0.503869864056069,0.48475740395710853
1.6901408450704227,-1.0019150785068311,0.4995216883754481,0.5019169122696748
1.6951412617718145,-0.9200039681712678,0.5208322569002097,0.4232036507254396
1.7001416784732062,-0.9881857804669276,0.5029711055297603,0.4882555683585154
1.705142095174598,-1.049042516872476,0.48803282106919593,0.5502451011030695
1.7101425118759896,-0.9815595056513301,0.504653025633618,0.48172953156724174
1.7151429285773816,-0.9590210042456814,0.5104590496134311,0.4598606432921976
1.7201433452787733,-0.9960898850803552,0.5009794435984247,0.49609752957969766
1.725143761980165,-1.0208848280791438,0.49483275152820194,0.5211029161010915
1.7301441786815568,-0.956623913631283,0.5110844209933567,0.45756465606561614
1.7351445953829487,-0.9005100658788971,0.5261745349070522,0.40545918937460784
1.7401450120843405,-0.9250116033243939,0.5194773882261553,0.42782323314238296
1.7451454287857322,-0.9675854304032532,0.508237144140192,0.46811078256432437
1.750145845487124,-0.9507792229908041,0.5126156708122341,0.4519905654354986
1.7551462621885159,-0.8780032582497364,0.532480439321485,0.3854448607485766
1.7601466788899076,-0.9414963005917403,0.5150666523007097,0.4432076420139663
1.7651470955912993,-0.9464185872382711,0.5137641032389015,0.4478540711350425
1.770147512292691,-0.902690259221087,0.5255716190029661,0.4074248520463167
1.775147928994083,-0.9197297698670458,0.5209066482670927,0.4229514247898445
1.7801483456954748,-0.9387330936529144,0.5158007583786709,0.44060991055958565
1.7851487623968665,-0.8187134622300551,0.5498392246867895,0.335145866618362
1.7901491790982582,-0.8803094676776946,0.5318273492687698,0.387472379441493
1.7951495957996502,-0.8265843687706595,0.5474699209612895,0.34162085934799485
1.800150012501042,-0.8605401236176085,0.5374783307847261,0.37026465217790444
1.8051504292024336,-0.8407527919387985,0.5432560006858586,0.3534326285764423
1.8101508459038254,-0.8411074614402071,0.5431513482747767,0.3537308808451947
1.815151262605217,-0.8851598842805626,0.5304589856481229,0.39175401036978946
1.820151679306609,-0.8130953037013556,0.5515429872652271,0.33056198645059987
1.8251520960080008,-0.7836908920354458,0.5606352560666256,0.30708570712965644
1.8301525127093925,-0.761573618894137,0.5676742596927455,0.28999718849775613
1.8351529294107842,-0.7774933062755809,0.5625900229662867,0.3022479206516671
1.8401533461121762,-0.7855226020109134,0.5600601184626661,0.30852287913499793
1.845153762813568,-0.7255601520855853,0.5795219591686547,0.26321876714722886
1.8501541795149596,-0.7253834030240107,0.579581325662076,0.2630905406913472
1.8551545962163514,-0.7369526715258069,0.5757209257299803,0.27154962003451194
1.8601550129177433,-0.7614515113688824,0.5677136120669406,0.2899042020829777
1.865155429619135,-0.7404705793424292,0.5745572558760585,0.27414833943585637
1.8701558463205268,-0.7052942620666658,0.5864090569260981,0.2487199980520813
1.8751562630219185,-0.7064448183314443,0.5860136754833927,0.2495321406736737
1.8801566797233105,-0.6848174002767634,0.5935361302867188,0.2344874358609124
1.8851570964247022,-0.6798288626005766,0.5952987368319651,0.23108364121239686
1.890157513126094,-0.6502089671850683,0.6059838601566947,0.2113858505039366
1.8951579298274857,-0.6282969627869269,0.6141385894919565,0.19737853672363853
1.9001583465288776,-0.6547497054439978,0.6043210019678975,0.21434858838950094
1.9051587632302693,-0.6720822726734006,0.5980566963377675,0.2258472906209216
1.910159179931661,-0.5668902565432861,0.6382067894187422,0.16068228148185634
1.9151595966330528,-0.6202192518635063,0.6172004183074872,0.19233596019106375
1.9201600133344447,-0.5901705557074283,0.6288633608582472,0.17415064241200734
1.9251604300358365,-0.583823665622905,0.6313834183092019,0.17042503627068278
1.9301608467372282,-0.5465579651923685,0.6465971677147031,0.14936280465761118
