name,baseline_s,vectorized_s,speedup,flat_time_s,curved_time_s,efficiency_gain_pct,harmonic_s
flowform_mc,0.042713165283203125,0.05689382553100586,0.7507521973394672,,,,
thermal_diff,,,1.1317353373952586,0.14369487762451172,0.1269686222076416,-4195208358.3,
whitehole_latency,0.02756524085998535,,0.6617311066598285,,,,0.0416562557220459
