radius,k,noise,alpha,beta,harm_gain,L_straight,K_straight,E_straight,L_spiral,K_spiral,E_spiral,savings_distance_%,savings_energy_%
12.0,0.18,0.06,1.0,0.05,0.22,20.46664276812677,246.0868256070695,32.770984048480244,90.36105182087124,815.1809550843959,111.24066817449938,-341.50402606133736,-239.44866595990476
