t,stability,error
0.0,0.10000000000000009,1.3
1.001669449081803,0.21211700323994687,1.1470065897461614
2.003338898163606,0.31525527618310334,1.012018551477784
3.005008347245409,0.4101338676393098,0.89291688268491
4.006677796327212,0.4974142424200183,0.787831960411686
5.0083472454090145,0.5777048928706748,0.6951141924652622
6.010016694490818,0.6515655810951074,0.6133081226028747
7.011686143572621,0.7195112414474233,0.5411295832079569
8.013355592654424,0.7820155704984099,0.47744553680470797
9.015025041736227,0.8395143295045965,0.4212562899691489
10.016694490818029,0.8924083824037904,0.37167980043587195
11.018363939899833,0.9410664905170752,0.32793783105806407
12.020033388981636,0.9858278834410837,0.28934373326974067
13.021702838063439,1.0270046240540311,0.2552916682785755
14.023372287145243,1.0648837841236125,0.22524709678678245
15.025041736227045,1.0997294456844457,0.1987383879504853
16.026711185308848,1.1317845421380546,0.17534941585748906
17.02838063439065,1.1612725519109874,0.15471302730513847
18.030050083472453,1.1883990564787408,0.13650527833736278
19.031719532554256,1.2133531736175576,0.12044034906776081
20.033388981636058,1.236308875876301,0.10626605696311509
21.035058430717864,1.2574262034603882,0.09375989815617992
22.036727879799667,1.2768523799836438,0.08272555464543643
23.03839732888147,1.2947228388667582,0.0729898125528629
24.040066777963272,1.3111621675380887,0.0643998430634391
25.041736227045075,1.3262849760194864,0.05682080336337175
26.043405676126877,1.3401966959526654,0.05013371991727558
27.04507512520868,1.3529943156366862,0.044233620856618056
28.046744574290486,1.3647670562010092,0.03902788816221087
29.04841402337229,1.3755969936281942,0.034434803773793904
30.05008347245409,1.385559630962799,0.03038226680396738
31.051752921535893,1.3947244246957453,0.026806661719674336
32.053422370617696,1.4031552689939413,0.023651859724278947
33.0550918196995,1.4109109411510685,0.020868337664230602
34.0567612687813,1.4180455113650752,0.01841240062916963
35.058430717863104,1.4246087196992252,0.01624549604207995
36.060100166944906,1.430646322854758,0.014333608472277604
37.06176961602671,1.4362004131727546,0.012646725671187556
38.06343906510851,1.4413097120891956,0.01115836744889544
39.065108514190314,1.4460098400890877,0.009845169995917027
40.066777963272116,1.4503335650417,0.008686519124990784
41.068447412353926,1.4543110306482259,0.007664226675631139
42.07011686143573,1.457969966594542,0.0067622450017363325
43.07178631051753,1.4613358818741813,0.005966415060361244
44.073455759599334,1.4644322426293113,0.0052642441472269905
45.075125208681136,1.4672806357495736,0.004644709789924631
46.07679465776294,1.4699009193693409,0.004098086720386201
47.07846410684474,1.4723113613126173,0.003615794210487852
48.080133555926544,1.4745287664507765,0.003190261374304296
49.08180300500835,1.4765685938610362,0.0028148083225689796
50.08347245409015,1.478445064602464,0.00248354130373766
51.08514190317195,1.4801712608608943,0.0021912601856106688
52.086811352253754,1.481759217153968,0.0019333768251875647
53.08848080133556,1.4832200042321448,0.0017058430453481916
54.09015025041736,1.4845638062606241,0.0015050870877592584
55.09181969949916,1.4857999918202598,0.001327957544462868
56.09348914858097,1.4869371792224708,0.0011716738880015688
57.095158597662774,1.4879832965934972,0.0010337828235163888
58.09682804674458,1.4889456371468974,0.0009121197776459162
59.09849749582638,1.4898309100296239,0.0008047749196905149
60.10016694490818,1.4906452870961637,0.000710063181651891
61.101836393989984,1.4913944459368411,0.0006264978065314191
62.10350584307179,1.4920836094602559,0.0005527670096561949
63.10517529215359,1.4927175823058225,0.00048771338666918124
64.10684474123539,1.4933007843402601,0.00043031574493612967
65.1085141903172,1.493837281471566,0.00037967307316405323
66.110183639399,1.494330813995294,0.000334990397591035
67.1118530884808,1.4947848226707636,0.00029556630272200294
68.1135225375626,1.4952024727089914,0.0002607819207146509
69.1151919866444,1.4955866758395842,0.00023009121657412737
70.11686143572621,1.4959401106104357,0.00020301241665633481
71.11853088480801,1.4962652410617525,0.0001791204459270073
72.12020033388981,1.4965643339045953,0.00015804025525888334
73.12186978297161,1.4968394743237023,0.0001394409340208497
74.12353923205342,1.4970925805147663,0.00012303051554021102
75.12520868113522,1.4973254170575132,0.00010855139389576121
76.12687813021702,1.4975396072178193,9.577628009582257e-05
77.12854757929883,1.4977366442646274,8.450463416252508e-05
78.13021702838063,1.4979179018805673,7.455951711423452e-05
79.13188647746243,1.4980846437388546,6.578481342947592e-05
80.13355592654423,1.4982380323132378,5.804278039140819e-05
81.13522537562605,1.498379136982413,5.121188584318028e-05
82.13689482470785,1.4985089414854091,4.5184900411889186e-05
83.13856427378965,1.4986283507799172,3.9867214253431494e-05
84.14023372287146,1.498738197351383,3.5175351895006164e-05
85.14190317195326,1.4988392470168423,3.103566186170169e-05
86.14357262103506,1.4989322042639663,2.7383160517311894e-05
87.14524207011686,1.4990177171625352,2.4160511970333575e-05
88.14691151919867,1.4990963818825855,2.1317128032010483e-05
89.14858096828047,1.4991687468507269,1.8808374097829727e-05
90.15025041736227,1.4992353165736056,1.6594868486632085e-05
91.15191986644408,1.4992965551551731,1.4641864238567625e-05
92.15358931552588,1.4993528895322779,1.2918703667542866e-05
93.15525876460768,1.4994047124511394,1.1398337105884287e-05
94.15692821368948,1.4994523852054569,1.0056898286613438e-05
95.15859766277129,1.4994962401552383,8.87332969780961e-06
96.16026711185309,1.499536583043915,7.829052027983029e-06
97.16193656093489,1.4995736951298912,6.907672513509294e-06
98.1636060100167,1.4996078351473936,6.094727609848917e-06
99.1652754590985,1.4996392411102866,5.377455947080445e-06
100.1669449081803,1.4996681319714342,4.744598005669967e-06
101.1686143572621,1.4996947091491728,4.186219367846113e-06
102.1702838063439,1.499719157931538,3.693554770032694e-06
103.1719532554257,1.4997416487680377,3.2588705083198985e-06
104.17362270450751,1.4997623384579741,2.875343037055651e-06
105.17529215358931,1.4997813712436008,2.5369518548335178e-06
106.17696160267111,1.4997988798157362,2.2383849964329167e-06
107.17863105175292,1.499814986238844,1.974955647151918e-06
108.18030050083472,1.499829802802029,1.7425285705689579e-06
109.18196994991652,1.4998434328018835,1.5374551948181184e-06
110.18363939899832,1.4998559712626396,1.3565163383814232e-06
111.18530884808013,1.499867505598649,1.1968716763244817e-06
112.18697829716194,1.4998781162238102,1.0560151537113177e-06
113.18864774624375,1.4998878771121886,9.317356462912976e-07
114.19031719532555,1.499896856313743,8.220822509211669e-07
115.19198664440735,1.4999051164287474,7.253336608614891e-07
116.19365609348915,1.4999127150442229,6.399711452098734e-07
117.19532554257096,1.4999197051354154,5.646547083100941e-07
118.19699499165276,1.4999261354351245,4.98202054894519e-07
119.19866444073456,1.4999320507734528,4.3957003076084005e-07
